db_id	quality	adom_id	substrate	smiles	module	nrps_prot_id	adom_protein_start	adom_protein_end	adom_nucleotide_start_end_strand	locus_tag	genomic_id	Mibig_id	neighbours	taxid	lineage
ADD0578	gold	rufT_AMP-binding.2	leucine	CC(C)C[C@@H](C(=O)O)N	2	BBA20967.1	1071.0	1470.0	(34779, 35976, '(+)')	rufT	LC257593	BGC0001763	['rufT_PCP.2', 'rufT_Condensation_LCL.2', 'rufT_nMT.2']	1893	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces atratus'}
ADD0579	gold	rufT_AMP-binding.3	3-nitrotyrosine	C1=CC(=C(C=C1C[C@@H](C(=O)O)N)[N+](=O)[O-])O	3	BBA20967.1	2549.0	2928.0	(39213, 40350, '(+)')	rufT	LC257593	BGC0001763	['rufT_PCP.3', 'rufT_Condensation_LCL.3']	1893	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces atratus'}
ADD0580	gold	rufT_AMP-binding.4	alanine	C[C@@H](C(=O)O)N	4	BBA20967.1	3585.0	3978.0	(42321, 43500, '(+)')	rufT	LC257593	BGC0001763	['rufT_PCP.4', 'rufT_Condensation_LCL.4']	1893	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces atratus'}
ADD0581	gold	rufT_AMP-binding.5	leucine	CC(C)C[C@@H](C(=O)O)N	5	BBA20967.1	4643.0	5042.0	(45495, 46692, '(+)')	rufT	LC257593	BGC0001763	['rufT_PCP.5', 'rufT_Condensation_LCL.5']	1893	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces atratus'}
ADD0582	gold	rufT_AMP-binding.6	leucine	CC(C)C[C@@H](C(=O)O)N	6	BBA20967.1	6097.0	6496.0	(49857, 51054, '(+)')	rufT	LC257593	BGC0001763	['rufT_PCP.6', 'rufT_Condensation_LCL.6']	1893	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces atratus'}
ADD0583	gold	rufT_AMP-binding.7	trans-2-crotylglycine	C/C=C/C[C@@H](C(=O)O)N	7	BBA20967.1	7157.0	7535.0	(53037, 54171, '(+)')	rufT	LC257593	BGC0001763	['rufT_PCP.7']	1893	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces atratus'}
ADD0584	gold	BBP40_009477_AMP-binding.1	cinnamic acid	C1=CC=C(C=C1)/C=C/C(=O)O	1	KAF7597139.1	258.0	653.0	(65623, 66808, '(+)')	BBP40_009477	MBFL02000005	BGC0002264	['BBP40_009477_PCP.1', 'BBP40_009477_Condensation_DCL.1']	1873369	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Eurotiomycetes', 'order': 'Eurotiales', 'family': 'Aspergillaceae', 'genus': 'Aspergillus', 'species': 'Aspergillus hancockii'}
ADD0585	gold	BBP40_009478_AMP-binding.1	phenylalanine	C1=CC=C(C=C1)C[C@@H](C(=O)O)N	1	KAF7597140.1	19.0	419.0	(72719, 73919, '(-)')	BBP40_009478	MBFL02000005	BGC0002264	['BBP40_009478_TD.1', 'BBP40_009478_PCP.1']	1873369	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Eurotiomycetes', 'order': 'Eurotiales', 'family': 'Aspergillaceae', 'genus': 'Aspergillus', 'species': 'Aspergillus hancockii'}
ADD0586	gold	XNC1_2022_AMP-binding.1	valine	CC(C)[C@@H](C(=O)O)N	1	CBJ90082.1	64.0	463.0	(1902196, 1903393, '(+)')	XNC1_2022	FN667742	BGC0001132	['XNC1_2022_PCP.1', 'XNC1_2022_Condensation_Dual.1', 'XNC1_2022_Condensation_LCL.1', 'XNC1_2022_Thioesterase.1']	406817	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Enterobacterales', 'family': 'Morganellaceae', 'genus': 'Xenorhabdus', 'species': 'Xenorhabdus nematophila'}
ADD0587	gold	XNC1_2022_AMP-binding.2	leucine	CC(C)C[C@@H](C(=O)O)N	2	CBJ90082.1	1140.0	1534.0	(1905424, 1906606, '(+)')	XNC1_2022	FN667742	BGC0001132	['XNC1_2022_PCP.2', 'XNC1_2022_Condensation_Dual.2']	406817	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Enterobacterales', 'family': 'Morganellaceae', 'genus': 'Xenorhabdus', 'species': 'Xenorhabdus nematophila'}
ADD0588	gold	XNC1_2022_AMP-binding.3	valine	CC(C)[C@@H](C(=O)O)N	3	CBJ90082.1	2191.0	2595.0	(1908577, 1909789, '(+)')	XNC1_2022	FN667742	BGC0001132	['XNC1_2022_PCP.3']	406817	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Enterobacterales', 'family': 'Morganellaceae', 'genus': 'Xenorhabdus', 'species': 'Xenorhabdus nematophila'}
ADD0589	gold	XNC1_2022_AMP-binding.4	valine	CC(C)[C@@H](C(=O)O)N	4	CBJ90082.1	3271.0	3675.0	(1911817, 1913029, '(+)')	XNC1_2022	FN667742	BGC0001132	['XNC1_2022_PCP.4']	406817	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Enterobacterales', 'family': 'Morganellaceae', 'genus': 'Xenorhabdus', 'species': 'Xenorhabdus nematophila'}
ADD0590	gold	BSU_31960_AMP-binding.1	glycine	NCC(=O)O	1	CAB15186.3	463.0	861.0	(3285072, 3286266, '(-)')	BSU_31960	AL009126	BGC0000309	['BSU_31960_Thioesterase.1', 'BSU_31960_Condensation_LCL.1', 'BSU_31960_PCP.1', 'BSU_31960_Condensation_Starter.1']	224308	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Bacillota', 'class': 'Bacilli', 'order': 'Bacillales', 'family': 'Bacillaceae', 'genus': 'Bacillus', 'species': 'Bacillus subtilis'}
ADD0591	gold	BSU_31960_AMP-binding.2	threonine	C[C@H]([C@@H](C(=O)O)N)O	2	CAB15186.3	1519.0	1935.0	(3281850, 3283098, '(-)')	BSU_31960	AL009126	BGC0000309	['BSU_31960_PCP.2']	224308	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Bacillota', 'class': 'Bacilli', 'order': 'Bacillales', 'family': 'Bacillaceae', 'genus': 'Bacillus', 'species': 'Bacillus subtilis'}
ADD0592	gold	BSU_31980_AMP-binding.1	2,3-dihydroxybenzoic acid	C1=CC(=C(C(=C1)O)O)C(=O)O	1	CAB15188.1	31.0	435.0	(3288955, 3290167, '(-)')	BSU_31980	AL009126	BGC0000309	[]	224308	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Bacillota', 'class': 'Bacilli', 'order': 'Bacillales', 'family': 'Bacillaceae', 'genus': 'Bacillus', 'species': 'Bacillus subtilis'}
ADD0593	gold	AVV61987.1_AMP-binding.1	glycine	NCC(=O)O	1	AVV61987.1	458.0	843.0	(97890, 99045, '(+)')	AVV61987.1	MG459168	BGC0001477	['AVV61987.1_Condensation_LCL.1', 'AVV61987.1_PCP.1']	1265399	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces sp. ID38640'}
ADD0594	gold	FAC38_35_AMP-binding.1	anthranilic acid	C1=CC=C(C(=C1)C(=O)O)N	1	QMS79067.1	245.0	648.0	(97703, 98912, '(-)')	FAC38_35	MT376588	BGC0002198	['FAC38_35_Condensation_DCL.1', 'FAC38_35_PCP.1']	2081996	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Eurotiomycetes', 'order': 'Eurotiales', 'family': 'Aspergillaceae', 'genus': 'Aspergillus', 'species': 'Aspergillus terreus'}
ADD0595	gold	FAC38_35_AMP-binding.2	kynurenine	C1=CC=C(C(=C1)C(=O)C[C@@H](C(=O)O)N)N	2	QMS79067.1	1351.0	1753.0	(94388, 95594, '(-)')	FAC38_35	MT376588	BGC0002198	['FAC38_35_Condensation_DCL.2', 'FAC38_35_PCP.2']	2081996	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Eurotiomycetes', 'order': 'Eurotiales', 'family': 'Aspergillaceae', 'genus': 'Aspergillus', 'species': 'Aspergillus terreus'}
ADD0596	gold	arg2_AMP-binding.1	alanine	C[C@@H](C(=O)O)N	1	QCE43602.1	29.0	406.0	(2735, 3866, '(+)')	arg2	MK047651	BGC0001834	['arg2_PCP.1', 'arg2_Epimerization.1', 'arg2_TIGR01720.1', 'arg2_Condensation_DCL.1', 'arg2_nMT.1']	764904	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Myxococcota', 'class': 'Myxococcia', 'order': 'Myxococcales', 'family': 'Archangiaceae', 'genus': 'Cystobacter', 'species': 'Cystobacter sp. SBCb004'}
ADD0597	gold	arg2_AMP-binding.2	serine	C([C@@H](C(=O)O)N)O	2	QCE43602.1	1510.0	1907.0	(7178, 8369, '(+)')	arg2	MK047651	BGC0001834	['arg2_PCP.2', 'arg2_Condensation_DCL.2']	764904	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Myxococcota', 'class': 'Myxococcia', 'order': 'Myxococcales', 'family': 'Archangiaceae', 'genus': 'Cystobacter', 'species': 'Cystobacter sp. SBCb004'}
ADD0598	gold	arg2_AMP-binding.3	glycine	NCC(=O)O	3	QCE43602.1	2564.0	2950.0	(10340, 11498, '(+)')	arg2	MK047651	BGC0001834	['arg2_PCP.3']	764904	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Myxococcota', 'class': 'Myxococcia', 'order': 'Myxococcales', 'family': 'Archangiaceae', 'genus': 'Cystobacter', 'species': 'Cystobacter sp. SBCb004'}
ADD0599	gold	arg3_AMP-binding.1	alanine	C[C@@H](C(=O)O)N	1	QCE43603.1	474.0	879.0	(14725, 15940, '(+)')	arg3	MK047651	BGC0001834	['arg3_Condensation_LCL.1', 'arg3_PCP.1', 'arg3_Heterocyclization.1', 'arg3_Thioesterase.1']	764904	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Myxococcota', 'class': 'Myxococcia', 'order': 'Myxococcales', 'family': 'Archangiaceae', 'genus': 'Cystobacter', 'species': 'Cystobacter sp. SBCb004'}
ADD0600	gold	arg3_AMP-binding.2	cysteine	C([C@@H](C(=O)O)N)S	2	QCE43603.1	1544.0	1953.0	(17935, 19162, '(+)')	arg3	MK047651	BGC0001834	['arg3_PCP.2', 'arg3_Condensation_LCL.2']	764904	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Myxococcota', 'class': 'Myxococcia', 'order': 'Myxococcales', 'family': 'Archangiaceae', 'genus': 'Cystobacter', 'species': 'Cystobacter sp. SBCb004'}
ADD0601	gold	arg3_AMP-binding.3	tryptophan	C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N	3	QCE43603.1	2999.0	3389.0	(22300, 23470, '(+)')	arg3	MK047651	BGC0001834	['arg3_PCP.3', 'arg3_Condensation_LCL.3']	764904	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Myxococcota', 'class': 'Myxococcia', 'order': 'Myxococcales', 'family': 'Archangiaceae', 'genus': 'Cystobacter', 'species': 'Cystobacter sp. SBCb004'}
ADD0602	gold	arg3_AMP-binding.4	tryptophan	C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N	4	QCE43603.1	4039.0	4432.0	(25420, 26599, '(+)')	arg3	MK047651	BGC0001834	['arg3_PCP.4', 'arg3_Condensation_LCL.4']	764904	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Myxococcota', 'class': 'Myxococcia', 'order': 'Myxococcales', 'family': 'Archangiaceae', 'genus': 'Cystobacter', 'species': 'Cystobacter sp. SBCb004'}
ADD0603	gold	arg3_AMP-binding.5	glycine	NCC(=O)O	5	QCE43603.1	5088.0	5471.0	(28567, 29716, '(+)')	arg3	MK047651	BGC0001834	['arg3_PCP.5']	764904	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Myxococcota', 'class': 'Myxococcia', 'order': 'Myxococcales', 'family': 'Archangiaceae', 'genus': 'Cystobacter', 'species': 'Cystobacter sp. SBCb004'}
ADD0604	gold	AEE88284.1_AMP-binding.1	cysteine	C([C@@H](C(=O)O)N)S	1	AEE88284.1	2553.0	2952.0	(44888, 46085, '(-)')	AEE88284.1	HQ696500	BGC0000976	['AEE88284.1_PCP.1', 'AEE88284.1_Heterocyclization.1', 'AEE88284.1_ECH.1']	489825	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Cyanobacteriota', 'class': 'Cyanophyceae', 'order': 'Oscillatoriales', 'family': 'Oscillatoriaceae', 'genus': 'Moorena', 'species': 'Moorena producens'}
ADD0605	gold	PluTT01m_16815_AMP-binding.1	valine	CC(C)[C@@H](C(=O)O)N	1	AXG48275.1	64.0	463.0	(3879378, 3880575, '(-)')	PluTT01m_16815	CP024901	BGC0002716	['PluTT01m_16815_Thioesterase.1', 'PluTT01m_16815_Condensation_LCL.1', 'PluTT01m_16815_Condensation_Dual.1', 'PluTT01m_16815_PCP.1']	141679	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Enterobacterales', 'family': 'Morganellaceae', 'genus': 'Photorhabdus', 'species': 'Photorhabdus laumondii'}
ADD0606	gold	PluTT01m_16815_AMP-binding.2	leucine	CC(C)C[C@@H](C(=O)O)N	2	AXG48275.1	1140.0	1549.0	(3876120, 3877347, '(-)')	PluTT01m_16815	CP024901	BGC0002716	['PluTT01m_16815_Condensation_Dual.2', 'PluTT01m_16815_PCP.2']	141679	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Enterobacterales', 'family': 'Morganellaceae', 'genus': 'Photorhabdus', 'species': 'Photorhabdus laumondii'}
ADD0607	gold	PluTT01m_16815_AMP-binding.3	phenylalanine	C1=CC=C(C=C1)C[C@@H](C(=O)O)N	3	AXG48275.1	2210.0	2605.0	(3872952, 3874137, '(-)')	PluTT01m_16815	CP024901	BGC0002716	['PluTT01m_16815_Condensation_Dual.3', 'PluTT01m_16815_PCP.3']	141679	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Enterobacterales', 'family': 'Morganellaceae', 'genus': 'Photorhabdus', 'species': 'Photorhabdus laumondii'}
ADD0608	gold	PluTT01m_16815_AMP-binding.4	leucine	CC(C)C[C@@H](C(=O)O)N	4	AXG48275.1	3281.0	3681.0	(3869724, 3870924, '(-)')	PluTT01m_16815	CP024901	BGC0002716	['PluTT01m_16815_PCP.4']	141679	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Enterobacterales', 'family': 'Morganellaceae', 'genus': 'Photorhabdus', 'species': 'Photorhabdus laumondii'}
ADD0609	gold	PluTT01m_16815_AMP-binding.5	leucine	CC(C)C[C@@H](C(=O)O)N	5	AXG48275.1	4357.0	4752.0	(3866511, 3867696, '(-)')	PluTT01m_16815	CP024901	BGC0002716	['PluTT01m_16815_PCP.5']	141679	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Enterobacterales', 'family': 'Morganellaceae', 'genus': 'Photorhabdus', 'species': 'Photorhabdus laumondii'}
ADD0610	gold	cheA_AMP-binding.1	tryptophan	C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N	1	CAO91861.1	3034.0	3441.0	(13299, 14520, '(+)')	cheA	AM779763	BGC0000968	['cheA_cMT.1', 'cheA_Condensation_LCL.1', 'cheA_PP-binding.1', 'cheA_TD.1']	27334	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Eurotiomycetes', 'order': 'Eurotiales', 'family': 'Aspergillaceae', 'genus': 'Penicillium', 'species': 'Penicillium expansum'}
ADD0611	gold	PDE_09198_AMP-binding.1	tyrosine	C1=CC(=CC=C1C[C@@H](C(=O)O)N)O	1	EPS34234.1	3012.0	3420.0	(3601129, 3602353, '(-)')	PDE_09198	KB644415	BGC0002067	['PDE_09198_TD.1', 'PDE_09198_PCP.1', 'PDE_09198_Condensation_LCL.1', 'PDE_09198_cMT.1']	933388	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Eurotiomycetes', 'order': 'Eurotiales', 'family': 'Aspergillaceae', 'genus': 'Penicillium', 'species': 'Penicillium oxalicum'}
ADD0612	gold	AFUA_6G12080_AMP-binding.1	anthanillic acid	C1=CC=C(C(=C1)C(=O)O)N	1	EAL89049.1	274.0	668.0	(3033234, 3034416, '(-)')	AFUA_6G12080	CM000174	BGC0000355	['AFUA_6G12080_Condensation_DCL.3', 'AFUA_6G12080_Epimerization.1', 'AFUA_6G12080_Condensation_DCL.1', 'AFUA_6G12080_PCP.1']	330879	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Eurotiomycetes', 'order': 'Eurotiales', 'family': 'Aspergillaceae', 'genus': 'Aspergillus', 'species': 'Aspergillus fumigatus'}
ADD0613	gold	AFUA_6G12080_AMP-binding.2	tryptophan	C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N	2	EAL89049.1	1355.0	1750.0	(3029988, 3031173, '(-)')	AFUA_6G12080	CM000174	BGC0000355	['AFUA_6G12080_Condensation_DCL.2', 'AFUA_6G12080_PCP.2']	330879	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Eurotiomycetes', 'order': 'Eurotiales', 'family': 'Aspergillaceae', 'genus': 'Aspergillus', 'species': 'Aspergillus fumigatus'}
ADD0614	gold	AFUA_6G12080_AMP-binding.3	alanine	C[C@@H](C(=O)O)N	3	EAL89049.1	2886.0	3283.0	(3025334, 3026525, '(-)')	AFUA_6G12080	CM000174	BGC0000355	['AFUA_6G12080_PCP.3']	330879	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Eurotiomycetes', 'order': 'Eurotiales', 'family': 'Aspergillaceae', 'genus': 'Aspergillus', 'species': 'Aspergillus fumigatus'}
ADD0615	gold	AFUA_6G12050_AMP-binding.1	alanine	C[C@@H](C(=O)O)N	1	EAL89046.1	110.0	505.0	(3014354, 3015539, '(+)')	AFUA_6G12050	CM000174	BGC0000355	['AFUA_6G12050_PCP.1', 'AFUA_6G12050_Condensation_DCL.1']	330879	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Eurotiomycetes', 'order': 'Eurotiales', 'family': 'Aspergillaceae', 'genus': 'Aspergillus', 'species': 'Aspergillus fumigatus'}
ADD0616	gold	KFU94_14630_AMP-binding.1	asparagine	C([C@@H](C(=O)O)N)C(=O)N	1	MBV7329455.1	1655.0	2074.0	(152750, 154007, '(+)')	KFU94_14630	JAHBNG010000012	BGC0002131	['KFU94_14630_Condensation_LCL.1', 'KFU94_14630_PCP.1', 'KFU94_14630_Thioesterase.1']	2834438	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Chloroflexota', 'class': nan, 'order': nan, 'family': nan, 'genus': nan, 'species': 'Chloroflexi bacterium TSY'}
ADD0617	gold	AGN74880.1_AMP-binding.1	3-hydroxypicolinic acid	C1=CC(=C(N=C1)C(=O)O)O	1	AGN74880.1	31.0	441.0	(29874, 31104, '(+)')	AGN74880.1	JX508597	BGC0000459	[]	45398	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces griseoviridis'}
ADD0618	gold	AGN74876.1_AMP-binding.1	threonine	C[C@H]([C@@H](C(=O)O)N)O	1	AGN74876.1	471.0	886.0	(24331, 25576, '(-)')	AGN74876.1	JX508597	BGC0000459	['AGN74876.1_NRPS-COM_Cterm.1', 'AGN74876.1_TIGR01720.1', 'AGN74876.1_Epimerization.1', 'AGN74876.1_Condensation_LCL.1', 'AGN74876.1_PCP.1', 'AGN74876.1_Condensation_Starter.1']	45398	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces griseoviridis'}
ADD0619	gold	AGN74876.1_AMP-binding.2	leucine	CC(C)C[C@@H](C(=O)O)N	2	AGN74876.1	1560.0	1958.0	(21115, 22309, '(-)')	AGN74876.1	JX508597	BGC0000459	['AGN74876.1_PCP.2']	45398	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces griseoviridis'}
ADD0620	gold	AGN74886.1_AMP-binding.1	4R-hydroxyproline	C1[C@H](NC[C@@H]1O)C(=O)O	1	AGN74886.1	473.0	882.0	(53908, 55135, '(-)')	AGN74886.1	JX508597	BGC0000459	['AGN74886.1_TIGR01720.1', 'AGN74886.1_Epimerization.1', 'AGN74886.1_PCP.1', 'AGN74886.1_Condensation_DCL.1']	45398	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces griseoviridis'}
ADD0621	gold	AGN74885.1_AMP-binding.1	glycine	NCC(=O)O	1	AGN74885.1	465.0	857.0	(49283, 50459, '(-)')	AGN74885.1	JX508597	BGC0000459	['AGN74885.1_Thioesterase.1', 'AGN74885.1_Condensation_LCL.1', 'AGN74885.1_PCP.1', 'AGN74885.1_nMT.1', 'AGN74885.1_Condensation_DCL.1']	45398	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces griseoviridis'}
ADD0622	gold	AGN74885.1_AMP-binding.2	3-methylleucine	CC(C)C(C)[C@@H](C(=O)O)N	2	AGN74885.1	1929.0	2324.0	(44882, 46067, '(-)')	AGN74885.1	JX508597	BGC0000459	['AGN74885.1_Condensation_LCL.2', 'AGN74885.1_PCP.2', 'AGN74885.1_nMT.2']	45398	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces griseoviridis'}
ADD0623	gold	AGN74885.1_AMP-binding.3	alanine	C[C@@H](C(=O)O)N	3	AGN74885.1	3395.0	3804.0	(40442, 41669, '(-)')	AGN74885.1	JX508597	BGC0000459	['AGN74885.1_nMT.3', 'AGN74885.1_Condensation_LCL.3', 'AGN74885.1_PCP.3']	45398	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces griseoviridis'}
ADD0624	gold	AGN74885.1_AMP-binding.4	phenylglycine	C1=CC=C(C=C1)[C@@H](C(=O)O)N	4	AGN74885.1	4463.0	4871.0	(37241, 38465, '(-)')	AGN74885.1	JX508597	BGC0000459	['AGN74885.1_PCP.4']	45398	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces griseoviridis'}
ADD0625	gold	AGN74892.1_AMP-binding.1	glycine	NCC(=O)O	1	AGN74892.1	3832.0	4237.0	(75653, 76868, '(+)')	AGN74892.1	JX508597	BGC0000459	['AGN74892.1_Condensation_LCL.1', 'AGN74892.1_PCP.1']	45398	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces griseoviridis'}
ADD0626	gold	AGN74895.1_AMP-binding.1	serine	C([C@@H](C(=O)O)N)O	1	AGN74895.1	966.0	1366.0	(94154, 95354, '(+)')	AGN74895.1	JX508597	BGC0000459	['AGN74895.1_Heterocyclization.1', 'AGN74895.1_PP-binding.1', 'AGN74895.1_PP-binding.2']	45398	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces griseoviridis'}
ADD0627	gold	AGN74898.1_AMP-binding.1	cysteine	C([C@@H](C(=O)O)N)S	1	AGN74898.1	291.0	698.0	(106766, 107987, '(+)')	AGN74898.1	JX508597	BGC0000459	[]	45398	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces griseoviridis'}
ADD0628	gold	Rv0099_AMP-binding.1	butyric acid	CCCC(=O)O	1	CCP42824.1	20.0	430.0	(108215, 109445, '(+)')	Rv0099	AL123456	BGC0001627	[]	83332	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Mycobacteriales', 'family': 'Mycobacteriaceae', 'genus': 'Mycobacterium', 'species': 'Mycobacterium tuberculosis'}
ADD0629	gold	Rv0101_AMP-binding.1	lysine	C(CCN)C[C@@H](C(=O)O)N	1	CCP42826.1	472.0	829.0	(111416, 112487, '(+)')	Rv0101	AL123456	BGC0001627	['Rv0101_PP-binding.1', 'Rv0101_Condensation_LCL.1', 'Rv0101_PCP.1', 'Rv0101_TD.1']	83332	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Mycobacteriales', 'family': 'Mycobacteriaceae', 'genus': 'Mycobacterium', 'species': 'Mycobacterium tuberculosis'}
